num_ubers,num_cummters,total_Uber_naive_cost,total_Uber_scheduled_cost,total_Uber_distance,total_Uber_energy,total_Uber_naive_energy_charged,total_Uber_scheduled_energy_charged,total_Uber_naive_time_plugged_in,total_Uber_scheduled_time_plugged_in,total_Commuter_naive_cost,total_Commuter_scheduled_cost,total_Commuter_distance,total_Commuter_energy,total_Commuter_naive_energy_charged,total_Commuter_scheduled_energy_charged,total_Commuter_naive_time_plugged_in,total_Commuter_scheduled_time_plugged_in
1.140000000000000000e+02,8.860000000000000000e+02,2.698961653047506957e+02,2.186190182983557762e+01,5.313701904646597104e+05,2.827196532111741362e+03,2.544772191071102498e+03,2.824243410406390353e+02,2.202980907603943876e+02,1.193000000000000000e+03,5.191018008046592058e+02,3.616637645937424281e+02,2.049160248062565643e+03,4.703286887960632157e+03,2.313495961733149670e+03,2.389790926227481577e+03,2.174796497002271565e+02,1.047200000000000000e+04
9.200000000000000000e+01,9.080000000000000000e+02,2.796610531233433221e+02,6.801790345315312436e+01,4.977111782938988763e+05,2.334114767778656187e+03,1.896683738480232023e+03,4.374310292984239936e+02,1.733006881562212129e+02,1.283000000000000000e+03,4.920044592826632197e+02,3.583500326953985677e+02,1.920342720068120798e+03,4.463181982624612829e+03,2.350285079813126231e+03,2.112896902811486598e+03,2.076157601343419401e+02,7.905000000000000000e+03
9.100000000000000000e+01,9.090000000000000000e+02,2.326744605636979486e+02,3.668535164698408835e+01,3.883514880821956904e+05,2.109613113395680557e+03,1.830466867039917815e+03,2.791462463557624574e+02,1.663571845010411323e+02,1.224000000000000000e+03,3.704177869962041427e+02,3.622258599210919670e+02,1.651527257213662324e+03,4.248903894217119159e+03,1.988287087019188675e+03,2.260616807197928665e+03,1.792436095442326973e+02,6.602000000000000000e+03
1.030000000000000000e+02,8.970000000000000000e+02,2.369773208903056059e+02,2.252664707420551693e+01,4.779959067604980082e+05,2.337009244149816368e+03,2.044638295312931632e+03,2.923709488368839970e+02,1.896602632023408148e+02,1.104000000000000000e+03,4.938168899217878334e+02,4.751443306953943875e+02,2.183009277525841298e+03,4.982283373660518009e+03,2.250255885662998935e+03,2.732027487997518165e+03,2.147248632565100763e+02,9.432000000000000000e+03
9.500000000000000000e+01,9.050000000000000000e+02,2.383671012011524510e+02,5.649203578671887982e+01,4.517129628476733342e+05,2.349395109828521072e+03,1.901174903362983514e+03,4.482202064655381832e+02,1.849445064690476386e+02,8.710000000000000000e+02,3.509467204271967375e+02,3.595155395427308349e+02,2.328453331933762911e+03,4.343932772974243562e+03,1.831105595399170852e+03,2.512827177575072710e+03,1.679717755892866933e+02,1.250600000000000000e+04
9.100000000000000000e+01,9.090000000000000000e+02,2.318482100916844502e+02,3.577425309573065704e+01,4.451467194848930230e+05,2.332385690351775338e+03,1.982543146178275947e+03,3.498425441734989931e+02,1.786727638345449520e+02,1.276000000000000000e+03,3.989985544101068626e+02,3.185972239770210308e+02,2.400374490136685836e+03,4.468534118823551580e+03,2.071317864982430365e+03,2.397216253841120761e+03,1.931894305139703931e+02,1.182500000000000000e+04
1.110000000000000000e+02,8.890000000000000000e+02,2.000066912660135188e+02,7.342415156457389003e+01,4.929457819209484733e+05,2.585701943580822899e+03,2.002059581478720020e+03,5.836423621021042436e+02,1.921412907431214876e+02,1.802000000000000000e+03,3.146212936111965064e+02,2.389533278494242836e+02,1.903578787033134631e+03,3.874436283974638627e+03,1.842034562953053182e+03,2.032401721021584763e+03,1.725097444642705398e+02,1.258700000000000000e+04
1.050000000000000000e+02,8.950000000000000000e+02,2.681534275590121865e+02,5.402628390021180138e+01,4.328925893560906406e+05,2.474568926948833905e+03,2.012170879713017030e+03,4.623980472358153975e+02,1.962828006674784547e+02,1.999000000000000000e+03,3.721938335323778801e+02,3.024983037820541085e+02,1.541214393351895524e+03,4.061502936980032700e+03,1.871483521957005678e+03,2.190019415023027250e+03,1.768228200356516311e+02,7.839000000000000000e+03
1.030000000000000000e+02,8.970000000000000000e+02,2.336229744349765554e+02,3.174004542653245053e+01,4.312883636657199240e+05,2.308761800523177953e+03,1.949090698891892089e+03,3.596711016312846141e+02,1.767263203395523021e+02,2.245000000000000000e+03,2.898060648838293787e+02,4.874318817595196265e+02,1.507714655795190311e+03,4.019223660681776892e+03,1.601910048311257015e+03,2.417313612370518968e+03,1.498871605494712185e+02,6.800000000000000000e+03
1.220000000000000000e+02,8.780000000000000000e+02,2.081441774877445141e+02,3.964241358315446462e+01,4.487500564623171231e+05,2.604999461181262632e+03,2.015639432847189255e+03,5.893600283340733768e+02,1.875403535102015837e+02,3.312000000000000000e+03,3.466732914221802275e+02,3.516985560656415828e+02,1.843424040347044638e+03,3.735954003348852893e+03,1.803807081268957063e+03,1.932146922079896285e+03,1.666172686785153871e+02,7.615000000000000000e+03
