num_ubers,num_cummters,total_Uber_naive_cost,total_Uber_scheduled_cost,total_Uber_distance,total_Uber_energy,total_Uber_naive_energy_charged,total_Uber_scheduled_energy_charged,total_Uber_naive_time_plugged_in,total_Uber_scheduled_time_plugged_in,total_Commuter_naive_cost,total_Commuter_scheduled_cost,total_Commuter_distance,total_Commuter_energy,total_Commuter_naive_energy_charged,total_Commuter_scheduled_energy_charged,total_Commuter_naive_time_plugged_in,total_Commuter_scheduled_time_plugged_in
8.200000000000000000e+01,9.180000000000000000e+02,2.456681711198911557e+02,6.548836225816577894e+01,4.340428219480855623e+05,2.141670179650614500e+03,1.740139578277600094e+03,4.015306013730147470e+02,1.650192738952382854e+02,9.360000000000000000e+02,4.690154949654327083e+02,4.094242934881225437e+02,2.743132511452859035e+03,4.953006721199140884e+03,2.315287779343587772e+03,2.637718941855556750e+03,2.183712376778296402e+02,8.228000000000000000e+03
1.140000000000000000e+02,8.860000000000000000e+02,3.554381652918249301e+02,6.173581148178646316e+01,5.367108343078253092e+05,2.827007464178266218e+03,2.334088285388856548e+03,4.929191787894110917e+02,2.224910277298007770e+02,1.776000000000000000e+03,3.182294447352332440e+02,3.220713945968903431e+02,1.949405321104773748e+03,3.382882457197590156e+03,1.591063588128139145e+03,1.791818869069450784e+03,1.518215581417667579e+02,6.644000000000000000e+03
9.300000000000000000e+01,9.070000000000000000e+02,2.508209743559962135e+02,5.837656650926351176e+01,3.946370384726221091e+05,2.435706787699675715e+03,1.923078107967549386e+03,5.126286797321258746e+02,1.765701763355874618e+02,2.402000000000000000e+03,3.928238707459771035e+02,4.612461109737121205e+02,2.057954275583389062e+03,4.748220045098977607e+03,2.119675788996262781e+03,2.628544256102714371e+03,1.856772716101636149e+02,9.975000000000000000e+03
1.180000000000000000e+02,8.820000000000000000e+02,3.407543079685868292e+02,5.239731898888884132e+01,5.188490030847587041e+05,2.904640105667076568e+03,2.292431736627203463e+03,6.122083690398716271e+02,2.171006505756165268e+02,2.142000000000000000e+03,6.320055958301117016e+02,3.643505013455647372e+02,2.868202049334610820e+03,4.787328629121238009e+03,2.489460249035268134e+03,2.297868380085968511e+03,2.506852676251330081e+02,9.887000000000000000e+03
1.080000000000000000e+02,8.920000000000000000e+02,2.177171504648452469e+02,6.253939783560480237e+01,5.049211029199527693e+05,2.370520639842457058e+03,1.901964677100282415e+03,4.685559627421749269e+02,1.837697341608307227e+02,1.281000000000000000e+03,3.645691190629735274e+02,3.302090530625797555e+02,1.769024590363023663e+03,4.125374095474572641e+03,2.056853684660558883e+03,2.068520410814013303e+03,1.942788549955556903e+02,4.518000000000000000e+03
9.600000000000000000e+01,9.040000000000000000e+02,1.972269865806988776e+02,4.285422380959493438e+01,3.969560614285954507e+05,2.154107694362174243e+03,1.653574313244088671e+03,5.005333811180848897e+02,1.498683763786200984e+02,2.669000000000000000e+03,3.880954279829228426e+02,2.488741352070252333e+02,1.751596264344226711e+03,3.759590951724131628e+03,1.813305242381713015e+03,1.946285709342417704e+03,1.805612294449193769e+02,1.172700000000000000e+04
9.600000000000000000e+01,9.040000000000000000e+02,2.088536486354617807e+02,3.984980683153995074e+01,4.297811825729573611e+05,2.313231681842546550e+03,1.903376121585357168e+03,4.098555602571885856e+02,1.784650126685147598e+02,1.435000000000000000e+03,4.916769527158508026e+02,4.429328748812878302e+02,2.086976575663880340e+03,4.909894364027215488e+03,2.250571499681829664e+03,2.659322864345387643e+03,2.128732769028221128e+02,9.363000000000000000e+03
1.220000000000000000e+02,8.780000000000000000e+02,2.958696010402057368e+02,5.837715210713182756e+01,5.078962158478446072e+05,2.718278581978536749e+03,2.374538856549087996e+03,3.437397254294477307e+02,2.203467047513279908e+02,1.371000000000000000e+03,3.302911119566041407e+02,4.180410447028486374e+02,2.009084321344731507e+03,4.322549882645284924e+03,1.743529601595055055e+03,2.579020281050231461e+03,1.724451644497287930e+02,1.709300000000000000e+04
9.300000000000000000e+01,9.070000000000000000e+02,2.413854550503059500e+02,4.208724712357425801e+01,4.620840399323457386e+05,2.269346450663545056e+03,1.925023990509945634e+03,3.443224601535993088e+02,1.715273353799635174e+02,1.832000000000000000e+03,3.468797446331265633e+02,3.732798432269484579e+02,2.032073286639962816e+03,3.918346991872143462e+03,1.684549360755068392e+03,2.233797631117076435e+03,1.610880335912854946e+02,8.981000000000000000e+03
1.070000000000000000e+02,8.930000000000000000e+02,2.615405584557058205e+02,3.375697323241662673e+01,4.639885252340918523e+05,2.402910691484537438e+03,2.119840625607154834e+03,2.830700658773828877e+02,1.957071609939384871e+02,2.230000000000000000e+02,5.879870828708516228e+02,4.109744882336053138e+02,1.780276706229506317e+03,4.638418512321877643e+03,2.513689461778788427e+03,2.124729050543087396e+03,2.286230330315630397e+02,5.179000000000000000e+03
9.900000000000000000e+01,9.010000000000000000e+02,1.504923435752914997e+02,4.863567879593173870e+01,4.766770960020978819e+05,2.025352082019073350e+03,1.461751654966799606e+03,5.636004270522741990e+02,1.254105961673834173e+02,3.672000000000000000e+03,3.998724819037365137e+02,2.578885715029539938e+02,2.264281621373504095e+03,3.628199616177512780e+03,1.832763955969394146e+03,1.795435660208118861e+03,1.641647217610536416e+02,7.379000000000000000e+03
9.900000000000000000e+01,9.010000000000000000e+02,2.118785947492553419e+02,1.337781795145370189e+01,4.188614025615974679e+05,2.293394885385000634e+03,2.002747204184423026e+03,2.906476812005773809e+02,1.813099721080767210e+02,1.315000000000000000e+03,3.947903072755424887e+02,2.901864263190346378e+02,1.847842437179861463e+03,3.968194575233421801e+03,1.816690949148383652e+03,2.151503626085037467e+03,1.710363936584733437e+02,7.081000000000000000e+03
9.700000000000000000e+01,9.030000000000000000e+02,2.293905492678173914e+02,4.338373638341576566e+01,4.202218308007986052e+05,2.143646777933778594e+03,1.809225239535287756e+03,3.344215383984904975e+02,1.632734996892031063e+02,8.970000000000000000e+02,4.373021082481710096e+02,2.965765484210266436e+02,2.216492717045713562e+03,4.105582607967035074e+03,2.178271689835937650e+03,1.927310918131100152e+03,1.945016215036715153e+02,8.728000000000000000e+03
9.500000000000000000e+01,9.050000000000000000e+02,2.266218974697926285e+02,7.595356651216270905e+01,4.716981698039465700e+05,2.372812668388891325e+03,1.904606516255291581e+03,4.682061521336012788e+02,1.844616941221597131e+02,5.350000000000000000e+02,4.824658140381770295e+02,2.669909555925461859e+02,1.778229749649822224e+03,4.206063849415035293e+03,2.367966438565025783e+03,1.838097410850009283e+03,2.332252335090925897e+02,5.952000000000000000e+03
8.200000000000000000e+01,9.180000000000000000e+02,2.273878968075616172e+02,6.764766507590066169e+01,4.486127367348590633e+05,2.043658910650560529e+03,1.597945325891404309e+03,4.457135847591552533e+02,1.413163152256303476e+02,1.442000000000000000e+03,5.255118867134663105e+02,4.507120797615373817e+02,1.925619417603334796e+03,4.825531017867907394e+03,2.568933749694495418e+03,2.256597268173411521e+03,2.189122722481189385e+02,6.003000000000000000e+03
1.120000000000000000e+02,8.880000000000000000e+02,2.937835868609853378e+02,4.006384049869511443e+01,5.205701493130166782e+05,2.655745982198637194e+03,2.282848593292140322e+03,3.728973889064981790e+02,2.133662610189560667e+02,1.684000000000000000e+03,4.040299419788558453e+02,3.771133448907336287e+02,2.084548238713142837e+03,4.178875922540159991e+03,1.924774504836650522e+03,2.254101417703508105e+03,1.880504007295363351e+02,8.461000000000000000e+03
9.900000000000000000e+01,9.010000000000000000e+02,1.932098332497669162e+02,8.087901650883895854e+01,4.334133660188394133e+05,2.407796108400586490e+03,1.852501899291198924e+03,5.552942091093866566e+02,1.645646167174394066e+02,1.729000000000000000e+03,5.109015697685030091e+02,3.607895239092287625e+02,2.498305891388248710e+03,5.100391715175639547e+03,2.658904396823322259e+03,2.441487318352323200e+03,2.467714332261345476e+02,1.034700000000000000e+04
9.400000000000000000e+01,9.060000000000000000e+02,1.876160027666796850e+02,2.700392298330188368e+01,4.246547240896440926e+05,2.240335041959640876e+03,2.027276852286386202e+03,2.130581896732536791e+02,1.892763245135598424e+02,9.410000000000000000e+02,4.031711575226594846e+02,4.836468980289901651e+02,2.165348741709291062e+03,4.693385127861052752e+03,2.075271459065564613e+03,2.618113668795487683e+03,1.846413901884289714e+02,1.094100000000000000e+04
8.900000000000000000e+01,9.110000000000000000e+02,3.100870875355988687e+02,8.549942211021763683e+01,4.445529970384873450e+05,2.348859197277201019e+03,1.905730325061141457e+03,4.431288722160588236e+02,1.756229949360445630e+02,5.650000000000000000e+02,4.069345224966832006e+02,3.045872349530444581e+02,1.860520022562720214e+03,3.830391918823026572e+03,1.925956557547703824e+03,1.904435361275321384e+03,1.851743880020258075e+02,7.201000000000000000e+03
9.400000000000000000e+01,9.060000000000000000e+02,2.405459602493415332e+02,4.181495690799371800e+01,4.007877931201561587e+05,2.160989607606029949e+03,1.859510399223609738e+03,3.014792083824210636e+02,1.674254731550705628e+02,4.850000000000000000e+02,5.518767044114022156e+02,2.755451928427289090e+02,1.906345260100413725e+03,4.327560829099754301e+03,2.494630915862215716e+03,1.832929913237539040e+03,2.383715418158461716e+02,6.641000000000000000e+03
1.030000000000000000e+02,8.970000000000000000e+02,2.138508884362030074e+02,7.969043589133428895e+01,4.103602466674097232e+05,2.349892714235716994e+03,1.793750247043256650e+03,5.561424671924585255e+02,1.720525379475959369e+02,1.492000000000000000e+03,4.609002645996988008e+02,3.260744076100922371e+02,2.027217584258795341e+03,4.428672153709686427e+03,2.303968682942710529e+03,2.124703470766977716e+03,2.148904575010835458e+02,7.925000000000000000e+03
1.060000000000000000e+02,8.940000000000000000e+02,2.741233872222653076e+02,3.885506004718398998e+01,4.639399162134838407e+05,2.398635478821935067e+03,2.055806724883855622e+03,3.428287539380793305e+02,1.936939308574326049e+02,4.150000000000000000e+02,2.615214560256630989e+02,3.794999979244327051e+02,1.457862783156036585e+03,3.502300879514794815e+03,1.455178159590243013e+03,2.047122719924552712e+03,1.371379147409308530e+02,5.111000000000000000e+03
8.200000000000000000e+01,9.180000000000000000e+02,2.300170709728782299e+02,9.491071089906988334e+00,4.182489232496671611e+05,1.897866176967883575e+03,1.678183978640839541e+03,2.196821983270432384e+02,1.551251502593927114e+02,8.730000000000000000e+02,5.181204073065189277e+02,3.323628551965555289e+02,3.413633543710155209e+03,4.439342228559551586e+03,2.385546768480099672e+03,2.053795460079452369e+03,2.353695415538910254e+02,8.093000000000000000e+03
1.010000000000000000e+02,8.990000000000000000e+02,2.518585579620411750e+02,1.042542981919099105e+02,4.877268088494224939e+05,2.692151847740773064e+03,2.094774768990862867e+03,5.973770787499087191e+02,1.882642666395574906e+02,1.577000000000000000e+03,3.387685092120412946e+02,3.872916124848044888e+02,2.836234818461548912e+03,4.210178542615330116e+03,1.799600607574785499e+03,2.410577935040545526e+03,1.698711646355198184e+02,7.179000000000000000e+03
9.900000000000000000e+01,9.010000000000000000e+02,2.231987375314974997e+02,4.617774402310440962e+01,5.114259523066639667e+05,2.288167759957256294e+03,1.891695768220770105e+03,3.964719917364865296e+02,1.667676694352245192e+02,2.479000000000000000e+03,4.846219788923007741e+02,3.899799610070746212e+02,3.002268659779534573e+03,4.343419523101698360e+03,2.203671395424885304e+03,2.139748127676811237e+03,2.088408224462147587e+02,5.903000000000000000e+03
9.900000000000000000e+01,9.010000000000000000e+02,2.548774430970077560e+02,8.552888938144234032e+01,4.519124705578305293e+05,2.543809686908960430e+03,1.918975312097643837e+03,6.248343748113162519e+02,1.765965731015483868e+02,2.676000000000000000e+03,2.927875137459953976e+02,3.709124562478180565e+02,1.692769298089628364e+03,3.868003612999393226e+03,1.611156350568011248e+03,2.256847262431381751e+03,1.535487454515388492e+02,1.011200000000000000e+04
1.030000000000000000e+02,8.970000000000000000e+02,2.867204909763586897e+02,7.529204794454913952e+01,4.464170186444422579e+05,2.517294682088194349e+03,1.958537629963527479e+03,5.587570521246678936e+02,1.787077487301725967e+02,1.877000000000000000e+03,4.353140072156730298e+02,4.054237561777481460e+02,2.683839814538746396e+03,4.327777141286667757e+03,1.971976489966315057e+03,2.355800651320354518e+03,1.906329352630407641e+02,7.759000000000000000e+03
1.150000000000000000e+02,8.850000000000000000e+02,3.531700383200870874e+02,4.353711269722852961e+01,4.596576584090813412e+05,2.903923561014202278e+03,2.438537649330217846e+03,4.653859116839836929e+02,2.345555653899673700e+02,1.955000000000000000e+03,6.316545930264369417e+02,2.877439094759769773e+02,1.533263431234558993e+03,4.207707678223557195e+03,2.528077170115805984e+03,1.679630508107754849e+03,2.339745959922531142e+02,6.216000000000000000e+03
1.190000000000000000e+02,8.810000000000000000e+02,3.207414848619209806e+02,6.739658532723061057e+01,4.353384318116769427e+05,2.910800931036229940e+03,2.303235600328641794e+03,6.075653307075874636e+02,2.179140099898852441e+02,3.110000000000000000e+03,2.975376110858641141e+02,2.386369679231023042e+02,2.264624339921628689e+03,3.678614957419796156e+03,1.780732778703811164e+03,1.897882178715983855e+03,1.596925569405418912e+02,7.169000000000000000e+03
1.020000000000000000e+02,8.980000000000000000e+02,2.839900368953418592e+02,6.365730808793362883e+01,5.119754500029048068e+05,2.557294597259191050e+03,2.145534348466031133e+03,4.117602487931596897e+02,1.914313879697776315e+02,9.840000000000000000e+02,4.687788174055005470e+02,3.938348929552247455e+02,4.024991031483917141e+03,4.108735024017014439e+03,1.961557197135708066e+03,2.147177826881307737e+03,1.874183992574302806e+02,5.213000000000000000e+03
9.800000000000000000e+01,9.020000000000000000e+02,1.988266147693825303e+02,7.222899332496001534e+01,4.706892275336729363e+05,2.216733941526231320e+03,1.759960827625454158e+03,4.567731139007773891e+02,1.635227402913940011e+02,1.071000000000000000e+03,4.239205129257242675e+02,2.798035489408047169e+02,1.886242737831139721e+03,3.763976911833193753e+03,2.085796557750535612e+03,1.678180354082657004e+03,2.005552907811810712e+02,6.380000000000000000e+03
1.140000000000000000e+02,8.860000000000000000e+02,3.322090695243260257e+02,3.902593012272492956e+01,5.059334673921184149e+05,2.826231580353424306e+03,2.416465879856974880e+03,4.097657004964487442e+02,2.225286366264208198e+02,1.985000000000000000e+03,3.173368463530101735e+02,4.174231894693936624e+02,2.423603406287249527e+03,4.089641857565336068e+03,1.610066639203831301e+03,2.479575218361507268e+03,1.686218680964287273e+02,1.279700000000000000e+04
9.200000000000000000e+01,9.080000000000000000e+02,2.111337337778114147e+02,4.286908167619699839e+01,5.088672534463447519e+05,2.131759586296029738e+03,1.711493992881685472e+03,4.202655934143447212e+02,1.606006018377486271e+02,1.294000000000000000e+03,4.526935076568829572e+02,4.502024456847547640e+02,2.337510622011706801e+03,4.789196659423685560e+03,2.378042924333029987e+03,2.411153735090653299e+03,2.168789057061843266e+02,8.929000000000000000e+03
8.400000000000000000e+01,9.160000000000000000e+02,2.402130099743530423e+02,3.720501774069080625e+01,4.587334385996038909e+05,2.013703291750678318e+03,1.755818223841514509e+03,2.578850679091638654e+02,1.633425784627534085e+02,3.600000000000000000e+02,4.677891615913904388e+02,4.505598874472167381e+02,2.695887829581907681e+03,4.778505508248882506e+03,2.269072824060045150e+03,2.509432684188838721e+03,2.186075634396539442e+02,8.223000000000000000e+03
1.090000000000000000e+02,8.910000000000000000e+02,2.350441043105226697e+02,2.860771563275053708e+01,4.749979501932692365e+05,2.268408232515943837e+03,1.947689745453149044e+03,3.207184870627943383e+02,1.869624695170134316e+02,2.468000000000000000e+03,3.892639484770828062e+02,2.783430335435826919e+02,2.006097511426358324e+03,3.406368525036139090e+03,1.854983590758758055e+03,1.551384934277381262e+03,1.793044478975133700e+02,6.110000000000000000e+03
1.110000000000000000e+02,8.890000000000000000e+02,3.311927922845891317e+02,9.436212857099755524e+01,4.487706454727182281e+05,2.800857319810711942e+03,2.078232216978143242e+03,7.226251028325702919e+02,1.829643629076895479e+02,2.630000000000000000e+03,2.914987817328523647e+02,3.568913728370293370e+02,1.566584364256230401e+03,3.714429550439371269e+03,1.738737431145752680e+03,1.975692119293618362e+03,1.655372190277351763e+02,3.940000000000000000e+03
1.100000000000000000e+02,8.900000000000000000e+02,2.607352165200685477e+02,3.288533819639918221e+01,4.889086968640208361e+05,2.809948259992100702e+03,2.267815787790156264e+03,5.421324722019445517e+02,1.975889682964828467e+02,2.872000000000000000e+03,3.805089039991938193e+02,3.154434346722957798e+02,1.492606464174770281e+03,3.839617856721585213e+03,1.886507343307394422e+03,1.953110513414192610e+03,1.935824709287915368e+02,8.572000000000000000e+03
1.020000000000000000e+02,8.980000000000000000e+02,2.369840636754514094e+02,7.063503730658921143e+01,5.248706836805565981e+05,2.328808240444514013e+03,1.900959945532479196e+03,4.278482949120351009e+02,1.855230642323873838e+02,1.768000000000000000e+03,4.027831094346570922e+02,2.108651853720188001e+02,1.454667159730497360e+03,3.460963110496225454e+03,1.935860291417754524e+03,1.525102819078471384e+03,1.824228456957557398e+02,4.661000000000000000e+03
9.400000000000000000e+01,9.060000000000000000e+02,3.291533457428892007e+02,3.266786007939312242e+01,4.995147485057903104e+05,2.441253259809193423e+03,2.202398450404221876e+03,2.388548094049714905e+02,2.023576598583706811e+02,8.570000000000000000e+02,6.387979119391586664e+02,3.752572848798922109e+02,2.182870368406500802e+03,4.820744217736008977e+03,2.749864730644517294e+03,2.070879487091490319e+03,2.570388683145382061e+02,4.935000000000000000e+03
8.700000000000000000e+01,9.130000000000000000e+02,1.820883621571736626e+02,1.024193548770724789e+02,4.756451800944387214e+05,2.186326033333615214e+03,1.632095236762372679e+03,5.542307965712431042e+02,1.491735123435656476e+02,1.478000000000000000e+03,4.130241489924183043e+02,2.285524595518657520e+02,2.305186233822317263e+03,3.813785451708006804e+03,2.019516974952744931e+03,1.794268476755262327e+03,2.009346864790448706e+02,8.463000000000000000e+03
1.130000000000000000e+02,8.870000000000000000e+02,1.969775175144092145e+02,2.944092746631038437e+01,4.213193126522383536e+05,2.273878609293820318e+03,1.970989217331854888e+03,3.028893919619654866e+02,1.844623439944840584e+02,1.873000000000000000e+03,3.303779681657816241e+02,2.692661420196268978e+02,1.846363029614499737e+03,4.055037943091972920e+03,1.972415561501175716e+03,2.082622381590797431e+03,1.877026812136506919e+02,8.920000000000000000e+03
1.150000000000000000e+02,8.850000000000000000e+02,2.832133135442066987e+02,7.397745081928322008e+01,4.480580372451167204e+05,2.711844709628092005e+03,2.155518335299200317e+03,5.563263743288943033e+02,2.007646441880030181e+02,2.779000000000000000e+03,6.123023272573243503e+02,3.556827975242328534e+02,2.633120195841607256e+03,4.688203604636381897e+03,2.674682565882930248e+03,2.013521038753451194e+03,2.707597715598406580e+02,8.548000000000000000e+03
9.500000000000000000e+01,9.050000000000000000e+02,2.933184454701869299e+02,3.677344201725795614e+01,4.309474601087240153e+05,2.136595044297075674e+03,1.934283761546766982e+03,2.023112827503097435e+02,1.764348735357006888e+02,2.430000000000000000e+02,5.651140498202664730e+02,5.185901230580761876e+02,1.707255057591210743e+03,5.326854290082064836e+03,2.643302145306938201e+03,2.683552144775123452e+03,2.495681255087724253e+02,7.537000000000000000e+03
1.010000000000000000e+02,8.990000000000000000e+02,2.383265155101050823e+02,4.176604743619628124e+01,4.420082031104452908e+05,2.188027736640640342e+03,1.838207859569077073e+03,3.498198770715636670e+02,1.732650217379485298e+02,1.271000000000000000e+03,3.413956153062960652e+02,2.247445463674091570e+02,2.775965806894671005e+03,4.035286771955323275e+03,2.130173538067963818e+03,1.905113233887358092e+03,2.117583957784808604e+02,8.495000000000000000e+03
1.010000000000000000e+02,8.990000000000000000e+02,2.663298725448661912e+02,1.207053009720921750e+02,4.667304784815086750e+05,2.672635222731354588e+03,1.960873230103851938e+03,7.117619926275039006e+02,1.792867927477290095e+02,2.431000000000000000e+03,4.096632578446446473e+02,4.818251357675861186e+02,2.675037981085492447e+03,4.549960976884705815e+03,1.915763131736399146e+03,2.634197845148308261e+03,1.864075264444584263e+02,8.806000000000000000e+03
1.100000000000000000e+02,8.900000000000000000e+02,2.377776028825204833e+02,6.579743292830539758e+01,4.169008658548130188e+05,2.498431983463237884e+03,2.141005186424657040e+03,3.574267970385795934e+02,1.991524894755645505e+02,2.350000000000000000e+02,4.869015754508938585e+02,3.377646232771868426e+02,1.559952332604628509e+03,4.310939499574976253e+03,2.350917719827117708e+03,1.960021779747859455e+03,2.263243335529938065e+02,7.706000000000000000e+03
1.140000000000000000e+02,8.860000000000000000e+02,3.809017371304670974e+02,3.445197847440191907e+01,5.154794235926007386e+05,2.848673640886542216e+03,2.619884038468887866e+03,2.287896024176549474e+02,2.456274864552023018e+02,1.600000000000000000e+02,4.570756632314769377e+02,5.322593068566633292e+02,1.732782243735614429e+03,4.480086296630214747e+03,2.134774584442513515e+03,2.345311712187701232e+03,2.051999021097799698e+02,4.692000000000000000e+03
9.800000000000000000e+01,9.020000000000000000e+02,2.429744840856605492e+02,2.241328498865469498e+01,4.635132811618076521e+05,2.118899054632888237e+03,1.872517308025428520e+03,2.463817466074598599e+02,1.758471006801784426e+02,8.480000000000000000e+02,4.553360060515697683e+02,3.152728443592478698e+02,1.831518544437453329e+03,3.755222822390971487e+03,2.064468385537900303e+03,1.690754436853072093e+03,1.948538066588651816e+02,8.052000000000000000e+03
1.000000000000000000e+02,9.000000000000000000e+02,2.424695703671499132e+02,4.359173605122193607e+01,4.082013821403799811e+05,2.303272041034457743e+03,1.991265668678890961e+03,3.120063723555664978e+02,1.879959336581460150e+02,8.490000000000000000e+02,3.427985001750444098e+02,1.892535927688520871e+02,2.498177576298549866e+03,3.435519818245416900e+03,1.929375275369709243e+03,1.506144542875706975e+03,1.864998123638595473e+02,6.481000000000000000e+03
1.030000000000000000e+02,8.970000000000000000e+02,2.520871644882392104e+02,3.527360077264849991e+01,4.751944495101180510e+05,2.422827830860991980e+03,2.017878686662155587e+03,4.049491441988363363e+02,1.912781361966434304e+02,1.615000000000000000e+03,3.277587432206025255e+02,3.474431887669040293e+02,1.322684851147845848e+03,3.649329638108498330e+03,1.755872516382665253e+03,1.893457121725834440e+03,1.713492549152712172e+02,5.973000000000000000e+03
9.400000000000000000e+01,9.060000000000000000e+02,2.251317765831857969e+02,4.075080876089548809e+01,4.456297747894398053e+05,2.249076692343941886e+03,1.861399424055078043e+03,3.876772682888635586e+02,1.611631303215033313e+02,1.057000000000000000e+03,3.247961262261839579e+02,4.327699492708645153e+02,2.081379401942829645e+03,4.346640376880009171e+03,1.729032710423592334e+03,2.617607666456418883e+03,1.646814310431736317e+02,1.083900000000000000e+04
9.400000000000000000e+01,9.060000000000000000e+02,2.513767993367812039e+02,2.880322657621130489e+01,4.677855687451579142e+05,2.399166732833512469e+03,1.980790866845017490e+03,4.183758659884942404e+02,1.854909790362184197e+02,1.669000000000000000e+03,3.930170769425380968e+02,3.411276122670814743e+02,2.245205863902789588e+03,4.717296079094557172e+03,2.172062564834063778e+03,2.545233514260492029e+03,2.078549753180215021e+02,9.849000000000000000e+03
9.200000000000000000e+01,9.080000000000000000e+02,2.641821817142835584e+02,5.740714318124653204e+01,4.989951707473760471e+05,2.285090489575058200e+03,1.899847733408704926e+03,3.852427561663533311e+02,1.730687183912472165e+02,1.176000000000000000e+03,3.932981578764939172e+02,3.546143076880056242e+02,2.185487780280062907e+03,4.020529173069113313e+03,2.026581777650662389e+03,1.993947395418452061e+03,1.997990178298157389e+02,6.561000000000000000e+03
1.150000000000000000e+02,8.850000000000000000e+02,2.897693180345081601e+02,5.701209398966683040e+01,5.363520212181548122e+05,2.707439226653860260e+03,2.197891729418363411e+03,5.095474972354970760e+02,2.103066804911065333e+02,2.308000000000000000e+03,4.460725876269078185e+02,3.452124526575969981e+02,2.500989150848074132e+03,4.428172462801077018e+03,2.237016643394070798e+03,2.191155819407005310e+03,2.106340414128135876e+02,1.056900000000000000e+04
8.500000000000000000e+01,9.150000000000000000e+02,1.804091355201085491e+02,9.089095204761119362e+01,4.075400170023458777e+05,1.999370071236073954e+03,1.470018178080013513e+03,5.293518931560599867e+02,1.436927434056625259e+02,1.401000000000000000e+03,5.039978725507301078e+02,4.799783844965526782e+02,2.187916626308468949e+03,4.594770369266008856e+03,2.338459504318101153e+03,2.256310864947909067e+03,2.325220816318497725e+02,7.206000000000000000e+03
1.050000000000000000e+02,8.950000000000000000e+02,2.698507402253364376e+02,8.456577266118982550e+01,5.144653075449545868e+05,2.609493917519492243e+03,1.986868276159717880e+03,6.226256413597750452e+02,1.852015560482969363e+02,2.417000000000000000e+03,3.301198804261375130e+02,2.727010676220370442e+02,2.138385807124032908e+03,3.993782588188774753e+03,1.942340056073460119e+03,2.051442532115315771e+03,1.788696847322102315e+02,8.436000000000000000e+03
1.040000000000000000e+02,8.960000000000000000e+02,2.602604646096770011e+02,2.404329685218534252e+01,4.358166696844461840e+05,2.397138736379597958e+03,1.954917184808082766e+03,4.422215515715147376e+02,1.798767765653265371e+02,2.232000000000000000e+03,4.582961582687627242e+02,2.652099027021124584e+02,1.741163676437946606e+03,4.141857273175363844e+03,2.204698240435015578e+03,1.937159032740347357e+03,2.014416620409589314e+02,7.471000000000000000e+03
9.800000000000000000e+01,9.020000000000000000e+02,1.855267580719393550e+02,4.334945980570076074e+01,4.894243974192698952e+05,2.137754146885133650e+03,1.780293408518482920e+03,3.574607383666503324e+02,1.653803128858045284e+02,1.317000000000000000e+03,4.212414337687082480e+02,3.088169049844458414e+02,6.957585971864126805e+03,3.962659737066710477e+03,2.114684630850074882e+03,1.847975106216636050e+03,2.023587040453040800e+02,7.233000000000000000e+03
1.070000000000000000e+02,8.930000000000000000e+02,3.162927465723262799e+02,3.988992231364138519e+01,4.745401813103924505e+05,2.554096298925655447e+03,2.178174873534650942e+03,3.759214253910043908e+02,2.057064509651435174e+02,7.810000000000000000e+02,4.014042625760199599e+02,2.532166880842323167e+02,1.368678008538690392e+03,3.574619418638671050e+03,1.774066366422275223e+03,1.800553052216397418e+03,1.767770291833594740e+02,7.280000000000000000e+03
1.130000000000000000e+02,8.870000000000000000e+02,1.744220397712903718e+02,9.905524453646106053e+01,4.159822516639432870e+05,2.507962527412390500e+03,1.753334457149642731e+03,7.546280702627481105e+02,1.532050443646587894e+02,2.704000000000000000e+03,2.476627405392247283e+02,3.169279709221828512e+02,1.515901013487486352e+03,3.427207213871715794e+03,1.256057084208669494e+03,2.171150129663046300e+03,1.279700166354689230e+02,1.190900000000000000e+04
1.060000000000000000e+02,8.940000000000000000e+02,2.383824148278541486e+02,5.105601569087980351e+01,4.327202662563400809e+05,2.216020280062725305e+03,1.816179686967647513e+03,3.998405930950777361e+02,1.666753183706360630e+02,1.988000000000000000e+03,4.228730201689019168e+02,4.491944219500468307e+02,1.843452910332092642e+03,4.475002252742352539e+03,2.147850212377266871e+03,2.327152040365087942e+03,1.976800488464643877e+02,5.039000000000000000e+03
9.000000000000000000e+01,9.100000000000000000e+02,2.640311122196306997e+02,2.687222752597841335e+01,4.239857306302306824e+05,2.209452356908493130e+03,1.970296478904698233e+03,2.391558780037955501e+02,1.674649250934943154e+02,3.980000000000000000e+02,4.052034351178780867e+02,3.747386060916786619e+02,2.365351865557617657e+03,3.934545191740116024e+03,1.875669199618782613e+03,2.058875992121335003e+03,1.959798850006875739e+02,7.632000000000000000e+03
9.100000000000000000e+01,9.090000000000000000e+02,1.833332446269275806e+02,3.780180905411438630e+01,4.851210068440585164e+05,1.970685889497561902e+03,1.504170720138451998e+03,4.665151693591102458e+02,1.394799737450799171e+02,2.428000000000000000e+03,3.462796454078700208e+02,3.321560970486747237e+02,1.741050754263372255e+03,3.773165439414569391e+03,1.637114301099302793e+03,2.136051138315267508e+03,1.452952865679918943e+02,9.123000000000000000e+03
