num_ubers,num_cummters,total_Uber_naive_cost,total_Uber_scheduled_cost,total_Uber_distance,total_Uber_energy,total_Uber_naive_energy_charged,total_Uber_scheduled_energy_charged,total_Uber_naive_time_plugged_in,total_Uber_scheduled_time_plugged_in,total_Commuter_naive_cost,total_Commuter_scheduled_cost,total_Commuter_distance,total_Commuter_energy,total_Commuter_naive_energy_charged,total_Commuter_scheduled_energy_charged,total_Commuter_naive_time_plugged_in,total_Commuter_scheduled_time_plugged_in
9.400000000000000000e+01,9.060000000000000000e+02,2.149787474131645695e+02,3.814505682687869381e+01,4.848803349057018640e+05,2.016320613081924193e+03,1.745533629788841836e+03,2.707869832930827556e+02,1.679118795508039454e+02,1.069000000000000000e+03,4.254937351371330578e+02,2.863868429153833972e+02,1.682934545172873186e+03,4.102071050751177609e+03,2.075019181120499525e+03,2.027051869630677857e+03,2.064070375456113027e+02,9.331000000000000000e+03
8.500000000000000000e+01,9.150000000000000000e+02,1.626631725076406099e+02,3.628360899027128283e+01,4.634860981012831326e+05,1.977374605841295534e+03,1.508451998365920645e+03,4.689226074753746616e+02,1.464384966608093350e+02,3.849000000000000000e+03,4.681991907353964848e+02,2.670899767652335299e+02,2.237501196505395455e+03,4.357239645083761388e+03,2.312610322869774336e+03,2.044629322213986143e+03,2.264758060025524742e+02,1.151800000000000000e+04
1.000000000000000000e+02,9.000000000000000000e+02,2.309589666909269852e+02,2.442714678870325429e+01,4.574943387154443190e+05,2.258458127050663279e+03,1.943707625521446062e+03,3.147505015292172743e+02,1.774804484110910892e+02,1.668000000000000000e+03,6.034317988990388812e+02,3.498937541543420480e+02,2.635968272895389418e+03,4.982645401718375979e+03,2.793494537665182634e+03,2.189150864053192436e+03,2.572383080059384497e+02,8.517000000000000000e+03
1.110000000000000000e+02,8.890000000000000000e+02,2.229755012540324799e+02,7.253570415884506417e+01,4.628699958449272672e+05,2.672292619083419595e+03,2.057062140422287939e+03,6.152304786611331338e+02,1.953049185568778228e+02,1.511000000000000000e+03,2.556121166728264882e+02,3.157152626733712282e+02,1.747618476898673862e+03,3.565521121268954630e+03,1.462907154029394633e+03,2.102613967239559315e+03,1.491055361546553399e+02,7.864000000000000000e+03
1.040000000000000000e+02,8.960000000000000000e+02,2.787492069738541431e+02,2.624425691844690789e+01,4.715791662156115635e+05,2.639668283922345381e+03,2.353519379681325063e+03,2.861489042410208867e+02,2.195895561459915655e+02,1.436000000000000000e+03,3.584033468758140657e+02,3.921548883253450413e+02,2.168032829874774507e+03,4.397278003368785903e+03,1.993631640626461149e+03,2.403646362742327256e+03,1.879908307325065095e+02,8.356000000000000000e+03
1.030000000000000000e+02,8.970000000000000000e+02,2.465055879692150143e+02,7.780323409309150406e+01,4.747477342675848049e+05,2.320291686245552228e+03,1.903390373874877469e+03,4.169013123706752140e+02,1.775903191070886464e+02,1.141000000000000000e+03,5.416456310777600720e+02,3.812681866982672432e+02,2.288416164667097291e+03,4.537618961175216100e+03,2.466657440333297018e+03,2.070961520841917718e+03,2.363753696876066499e+02,6.009000000000000000e+03
1.000000000000000000e+02,9.000000000000000000e+02,2.220023196723802528e+02,3.968883386493935461e+01,4.886466811239524395e+05,2.347859723642862264e+03,1.860718544894433762e+03,4.871411787484298657e+02,1.790513531374637068e+02,1.295000000000000000e+03,5.036248835837679394e+02,3.675200838505804199e+02,2.300079755534773994e+03,4.549800818759986214e+03,2.361307493677104958e+03,2.188493325082880801e+03,2.303926523482273581e+02,8.513000000000000000e+03
9.500000000000000000e+01,9.050000000000000000e+02,2.984993565537116069e+02,7.528975966122619923e+01,4.015486004503609729e+05,2.398159290011177291e+03,1.742427293850481419e+03,6.557319961606951892e+02,1.686956202743614881e+02,3.106000000000000000e+03,5.380114467238660154e+02,2.542305058951061483e+02,1.719741545753831133e+03,3.848076447073544387e+03,2.340951470331448036e+03,1.507124976742096123e+03,2.242163099096966619e+02,3.936000000000000000e+03
1.050000000000000000e+02,8.950000000000000000e+02,2.952027549912338600e+02,2.839211840971533718e+01,4.945597164902047953e+05,2.363198195186316298e+03,2.074864303066044158e+03,2.883338921202720826e+02,1.882723007828948880e+02,8.220000000000000000e+02,5.062668523859564971e+02,2.930583656588559052e+02,2.611791324681836613e+03,4.166488869331975366e+03,2.156482105563419282e+03,2.010006763768556311e+03,1.962068352789395078e+02,9.391000000000000000e+03
1.090000000000000000e+02,8.910000000000000000e+02,2.217554303081874707e+02,1.583204014368805623e+01,4.230755914799866150e+05,2.357309106852236710e+03,2.058365510183371953e+03,2.989435966688649842e+02,1.886472899861797146e+02,1.246000000000000000e+03,3.718104541232990528e+02,3.802010997473460066e+02,2.109331947035497251e+03,3.966416973560662427e+03,1.748892699241705031e+03,2.217524274318958305e+03,1.725425258446468604e+02,8.090000000000000000e+03
9.500000000000000000e+01,9.050000000000000000e+02,2.903904460034326576e+02,9.734203789634619852e+01,4.582705013103102101e+05,2.345339445015013553e+03,1.863245987095273222e+03,4.820934579197405583e+02,1.648384970587983389e+02,7.400000000000000000e+02,3.752353706799970610e+02,4.519935971220147621e+02,2.316370232068703899e+03,4.128803757813251650e+03,1.821118217975993730e+03,2.307685539837258148e+03,1.659351878126486781e+02,6.610000000000000000e+03
9.700000000000000000e+01,9.030000000000000000e+02,2.938171838580999520e+02,2.017804958140664695e+01,4.763149334808450076e+05,2.544841340683347880e+03,2.229578815115026373e+03,3.152625255683209389e+02,2.040527769770812938e+02,1.552000000000000000e+03,4.813955802922894804e+02,2.513163479990479345e+02,1.933047347505211292e+03,3.726670270410335888e+03,1.965560070670764844e+03,1.761110199739572636e+03,1.912061383635586935e+02,7.201000000000000000e+03
9.000000000000000000e+01,9.100000000000000000e+02,2.002072767971026792e+02,5.737586085744018760e+01,4.454268579324813909e+05,1.975735201494520425e+03,1.667513518240088843e+03,3.082216832544325484e+02,1.622332429613231284e+02,4.780000000000000000e+02,3.679948867449188015e+02,2.859301197631077684e+02,1.762963158707722869e+03,3.627344025374317425e+03,1.819953442734117971e+03,1.807390582640201046e+03,1.788848780743804241e+02,5.089000000000000000e+03
9.200000000000000000e+01,9.080000000000000000e+02,2.315580283327193172e+02,8.352906554804893346e+01,4.200073558433813159e+05,2.257756247465857086e+03,1.799421790318580406e+03,4.583344571472761686e+02,1.582569371750769847e+02,4.150000000000000000e+02,4.567592068397920002e+02,4.070955009115610892e+02,2.146975972749867651e+03,4.435605681437516068e+03,2.211159676876022786e+03,2.224446004561491918e+03,2.037824138567086152e+02,5.834000000000000000e+03
1.020000000000000000e+02,8.980000000000000000e+02,3.412642126435882801e+02,6.730927725008027096e+01,5.277034885093902703e+05,2.778257875036977111e+03,2.167370487705924916e+03,6.108873873310526506e+02,2.020556351192747968e+02,3.202000000000000000e+03,2.715481109780278643e+02,2.586488552260316283e+02,1.906199155688252631e+03,3.214804676815989296e+03,1.582301045660150521e+03,1.632503631155839003e+03,1.430529038042756156e+02,8.926000000000000000e+03
1.070000000000000000e+02,8.930000000000000000e+02,2.022886197799516310e+02,6.140112631927032538e+01,5.158851972440304235e+05,2.131571833567907106e+03,1.800726127986668644e+03,3.308457055812386329e+02,1.722037390012226297e+02,3.010000000000000000e+02,4.470996023607590359e+02,2.972988831180931584e+02,1.342516797709388129e+03,3.711887102679977033e+03,1.962447016047732177e+03,1.749440086632245311e+03,1.868808259998598942e+02,6.017000000000000000e+03
8.400000000000000000e+01,9.160000000000000000e+02,2.006437099814457383e+02,3.745969527743245209e+01,4.288735247724567889e+05,2.105003469341495475e+03,1.795361893168518691e+03,3.096415761729761584e+02,1.618984699786808790e+02,5.950000000000000000e+02,3.616049200820997385e+02,3.624720158566219652e+02,2.035063077393424919e+03,4.129580891983515357e+03,1.678453724666626158e+03,2.451127167316887608e+03,1.607206350343047347e+02,9.140000000000000000e+03
9.800000000000000000e+01,9.020000000000000000e+02,2.807258565495280891e+02,6.819167996239430352e+01,5.029106393852325855e+05,2.517958233258209475e+03,2.041773275097057194e+03,4.761849581611526219e+02,2.011464026996096663e+02,1.624000000000000000e+03,4.131819498145657690e+02,2.959685461046531145e+02,1.840788970906314034e+03,4.057567367109830684e+03,2.063413143610010593e+03,1.994154223499818954e+03,2.046560377520576424e+02,1.152500000000000000e+04
1.000000000000000000e+02,9.000000000000000000e+02,2.376157021867526851e+02,7.101488412989934496e+00,4.245656280165064381e+05,2.139231702537130332e+03,2.018634401069209389e+03,1.205973014679215254e+02,1.913878597622132816e+02,5.970000000000000000e+02,4.993469483369345312e+02,3.915573186180892549e+02,3.353236969088800834e+03,4.925283462145074736e+03,2.488129240354817739e+03,2.437154221790256543e+03,2.292867334919147595e+02,1.140600000000000000e+04
1.010000000000000000e+02,8.990000000000000000e+02,2.529342523148319231e+02,7.037148043745224868e+01,4.641869284157519578e+05,2.598684985234390751e+03,2.128055981122476169e+03,4.706290041119153784e+02,1.834732603820320946e+02,1.877000000000000000e+03,4.235491488939913438e+02,4.377516969891764802e+02,2.132253920405116332e+03,4.585652961913225226e+03,1.926500654992197497e+03,2.659152306921026593e+03,1.839500584799133662e+02,1.129700000000000000e+04
1.100000000000000000e+02,8.900000000000000000e+02,2.655801573585392816e+02,7.834674151688054167e+01,5.045998839006186463e+05,2.521143381545326065e+03,2.093146156675141356e+03,4.279972248701841409e+02,1.920972523437279449e+02,1.407000000000000000e+03,3.530379033837155021e+02,3.167641182522573331e+02,1.888288827360015603e+03,3.645601025535953795e+03,1.818802334021375145e+03,1.826798691514577285e+03,1.737776974445089593e+02,7.134000000000000000e+03
9.900000000000000000e+01,9.010000000000000000e+02,2.884818374657247091e+02,5.073206205641537991e+01,4.620792120833420777e+05,2.504566745608820383e+03,1.981917467034008041e+03,5.226492785748125698e+02,1.817605158762471262e+02,2.674000000000000000e+03,3.989880993732602974e+02,3.865589633114071830e+02,1.695415487756090897e+03,4.122576495682362292e+03,1.792259175362017459e+03,2.330317320320345971e+03,1.755215023659180531e+02,9.679000000000000000e+03
9.200000000000000000e+01,9.080000000000000000e+02,2.075045867300618454e+02,2.178062081787922111e+01,4.946114416191215278e+05,1.960587301382620581e+03,1.730172354300700363e+03,2.304149470819201326e+02,1.662941354239009399e+02,8.030000000000000000e+02,4.829364354838920690e+02,2.692061768898837499e+02,1.810961212319054539e+03,4.130186353067787422e+03,2.053107961639368114e+03,2.077078391428418854e+03,2.029183458132605153e+02,1.052000000000000000e+04
9.400000000000000000e+01,9.060000000000000000e+02,1.798719810809437831e+02,4.203002656293163852e+01,4.086963140140156611e+05,1.999575949094568841e+03,1.802695158313424827e+03,1.968807907811445261e+02,1.620406216458242170e+02,5.100000000000000000e+01,3.840411491006670417e+02,2.969905619964140442e+02,1.649885190889399610e+03,3.885039227088821008e+03,1.941495462092293792e+03,1.943543764996529035e+03,1.914280985360774139e+02,8.088000000000000000e+03
1.050000000000000000e+02,8.950000000000000000e+02,2.679572321245414628e+02,3.167075179692349352e+01,5.101870775364470901e+05,2.484154897155030540e+03,2.195651026842400825e+03,2.885038703126302835e+02,2.033625536153811879e+02,1.536000000000000000e+03,5.004399115300215612e+02,3.384081862184980309e+02,2.435697051850067965e+03,4.254482767670965586e+03,2.118781330621746747e+03,2.135701437049222022e+03,2.089728988523261819e+02,9.097000000000000000e+03
8.600000000000000000e+01,9.140000000000000000e+02,2.239204864883871835e+02,4.394389532653788422e+01,4.681025554173304117e+05,2.025422512826303091e+03,1.634068228423210940e+03,3.913542844030923789e+02,1.468365137693037354e+02,1.308000000000000000e+03,3.460516817512600483e+02,3.409367840906742231e+02,1.931701679612892121e+03,3.672026004698715496e+03,1.780014182457605557e+03,1.892011822241111759e+03,1.555117507676690138e+02,5.233000000000000000e+03
9.100000000000000000e+01,9.090000000000000000e+02,2.138754563763807823e+02,4.032509791367612451e+01,4.639272666004039347e+05,2.056726805323989083e+03,1.700471928544927096e+03,3.562548767790622719e+02,1.637706282026608164e+02,1.971000000000000000e+03,4.123990817344022730e+02,2.663834690592541961e+02,1.837099513827405190e+03,3.868002290055698268e+03,1.942977620592612993e+03,1.925024669463083910e+03,1.973741126412416804e+02,8.162000000000000000e+03
1.120000000000000000e+02,8.880000000000000000e+02,3.081092335389407708e+02,5.992803604247497873e+01,5.083532708805364673e+05,2.753252976681341352e+03,2.198386117892935999e+03,5.548668587884059207e+02,2.054673808400288522e+02,1.307000000000000000e+03,5.633990872334205733e+02,2.880542948534259722e+02,1.701749398029736540e+03,4.075100823763442349e+03,2.421249789669667280e+03,1.653851034093776434e+03,2.462074200342752022e+02,5.075000000000000000e+03
1.010000000000000000e+02,8.990000000000000000e+02,2.541036739455692555e+02,7.610231329463161387e+01,4.720615616126452223e+05,2.383792600155637047e+03,1.869036748214070485e+03,5.147558519415674709e+02,1.835234350382888806e+02,1.073000000000000000e+03,5.237475494288803475e+02,3.303169188263143496e+02,2.381905881663019500e+03,4.231507330997367717e+03,2.432835160903338419e+03,1.798672170094030207e+03,2.296620294371629427e+02,4.010000000000000000e+03
9.800000000000000000e+01,9.020000000000000000e+02,2.516496183936694138e+02,5.179695238518633005e+01,4.925145423806981998e+05,2.203826970014567905e+03,1.839401027135565528e+03,3.644259428790022639e+02,1.817274040462317259e+02,8.730000000000000000e+02,4.497690661884762449e+02,4.310952913130308275e+02,1.858362061730907953e+03,4.012856967530462953e+03,1.869535434523533468e+03,2.143321533006930167e+03,1.929122423302274854e+02,5.839000000000000000e+03
