Date,Hour Ending,Location ID,Location Name,Location Type,Day Ahead,Real Time
8.14.2022,4,4479,LD.ASHBRNHM13.8,NETWORK NODE,58.83,61.92
8.14.2022,5,4479,LD.ASHBRNHM13.8,NETWORK NODE,55.34,59.88
8.14.2022,6,4479,LD.ASHBRNHM13.8,NETWORK NODE,55.52,59.59
8.14.2022,7,4479,LD.ASHBRNHM13.8,NETWORK NODE,54.09,61.41
8.14.2022,8,4479,LD.ASHBRNHM13.8,NETWORK NODE,55.08,64.4
8.14.2022,9,4479,LD.ASHBRNHM13.8,NETWORK NODE,59.6,62.57
8.14.2022,10,4479,LD.ASHBRNHM13.8,NETWORK NODE,58.87,53.67
8.14.2022,11,4479,LD.ASHBRNHM13.8,NETWORK NODE,61.35,52.9
8.14.2022,12,4479,LD.ASHBRNHM13.8,NETWORK NODE,63.93,51.83
8.14.2022,13,4479,LD.ASHBRNHM13.8,NETWORK NODE,64.12,56.41
8.14.2022,14,4479,LD.ASHBRNHM13.8,NETWORK NODE,66.49,56.65
8.14.2022,15,4479,LD.ASHBRNHM13.8,NETWORK NODE,66.19,58.92
8.14.2022,16,4479,LD.ASHBRNHM13.8,NETWORK NODE,66.6,60.78
8.14.2022,17,4479,LD.ASHBRNHM13.8,NETWORK NODE,74.82,62.47
8.14.2022,18,4479,LD.ASHBRNHM13.8,NETWORK NODE,91.51,66.56
8.14.2022,19,4479,LD.ASHBRNHM13.8,NETWORK NODE,98.5,71.84
8.14.2022,20,4479,LD.ASHBRNHM13.8,NETWORK NODE,90.23,83.49
8.14.2022,21,4479,LD.ASHBRNHM13.8,NETWORK NODE,82.61,86.59
8.14.2022,22,4479,LD.ASHBRNHM13.8,NETWORK NODE,71.81,72.4
8.14.2022,23,4479,LD.ASHBRNHM13.8,NETWORK NODE,69.95,65.4
8.14.2022,24,4479,LD.ASHBRNHM13.8,NETWORK NODE,69.63,59.06
8.15.2022,1,4479,LD.ASHBRNHM13.8,NETWORK NODE,72.16,67.84
8.15.2022,2,4479,LD.ASHBRNHM13.8,NETWORK NODE,65.61,62.42
8.15.2022,3,4479,LD.ASHBRNHM13.8,NETWORK NODE,62.24,61.98
8.15.2022,4,4479,LD.ASHBRNHM13.8,NETWORK NODE,60.16,62.14
8.15.2022,5,4479,LD.ASHBRNHM13.8,NETWORK NODE,60.98,61.08
8.15.2022,6,4479,LD.ASHBRNHM13.8,NETWORK NODE,71.38,62.83
8.15.2022,7,4479,LD.ASHBRNHM13.8,NETWORK NODE,86.27,62.56
8.15.2022,8,4479,LD.ASHBRNHM13.8,NETWORK NODE,77.51,60.33
8.15.2022,9,4479,LD.ASHBRNHM13.8,NETWORK NODE,73.67,61.58
8.15.2022,10,4479,LD.ASHBRNHM13.8,NETWORK NODE,73.66,63.99
8.15.2022,11,4479,LD.ASHBRNHM13.8,NETWORK NODE,74.87,61.44
8.15.2022,12,4479,LD.ASHBRNHM13.8,NETWORK NODE,80.99,62.6
8.15.2022,13,4479,LD.ASHBRNHM13.8,NETWORK NODE,81.69,63.81
8.15.2022,14,4479,LD.ASHBRNHM13.8,NETWORK NODE,89.94,65.83
8.15.2022,15,4479,LD.ASHBRNHM13.8,NETWORK NODE,92.43,69.68
8.15.2022,16,4479,LD.ASHBRNHM13.8,NETWORK NODE,86.83,70.42
8.15.2022,17,4479,LD.ASHBRNHM13.8,NETWORK NODE,99.44,83.24
8.15.2022,18,4479,LD.ASHBRNHM13.8,NETWORK NODE,108.69,111.87
8.15.2022,19,4479,LD.ASHBRNHM13.8,NETWORK NODE,107.21,99.62
8.15.2022,20,4479,LD.ASHBRNHM13.8,NETWORK NODE,100.83,68.38
8.15.2022,21,4479,LD.ASHBRNHM13.8,NETWORK NODE,99.21,84.9
8.15.2022,22,4479,LD.ASHBRNHM13.8,NETWORK NODE,82.51,74.67
8.15.2022,23,4479,LD.ASHBRNHM13.8,NETWORK NODE,79.03,65.87
8.15.2022,24,4479,LD.ASHBRNHM13.8,NETWORK NODE,78.75,63.8
8.16.2022,1,4479,LD.ASHBRNHM13.8,NETWORK NODE,69.16,61
8.16.2022,2,4479,LD.ASHBRNHM13.8,NETWORK NODE,68.76,80.39
8.16.2022,3,4479,LD.ASHBRNHM13.8,NETWORK NODE,64.9,78.11
8.16.2022,4,4479,LD.ASHBRNHM13.8,NETWORK NODE,62.09,68.91
8.16.2022,5,4479,LD.ASHBRNHM13.8,NETWORK NODE,64.12,68.38
8.16.2022,6,4479,LD.ASHBRNHM13.8,NETWORK NODE,63.71,64.44
8.16.2022,7,4479,LD.ASHBRNHM13.8,NETWORK NODE,66.44,59.66
8.16.2022,8,4479,LD.ASHBRNHM13.8,NETWORK NODE,67.04,63.86
8.16.2022,9,4479,LD.ASHBRNHM13.8,NETWORK NODE,69.53,64.01
8.16.2022,10,4479,LD.ASHBRNHM13.8,NETWORK NODE,65.16,64.7
8.16.2022,11,4479,LD.ASHBRNHM13.8,NETWORK NODE,64.6,61.09
8.16.2022,12,4479,LD.ASHBRNHM13.8,NETWORK NODE,65.2,59.91
8.16.2022,13,4479,LD.ASHBRNHM13.8,NETWORK NODE,69.89,59.05
8.16.2022,14,4479,LD.ASHBRNHM13.8,NETWORK NODE,75.44,61.52
8.16.2022,15,4479,LD.ASHBRNHM13.8,NETWORK NODE,77.74,64.35
8.16.2022,16,4479,LD.ASHBRNHM13.8,NETWORK NODE,75.89,69.71
8.16.2022,17,4479,LD.ASHBRNHM13.8,NETWORK NODE,83.42,90.92
8.16.2022,18,4479,LD.ASHBRNHM13.8,NETWORK NODE,99.23,88.21
8.16.2022,19,4479,LD.ASHBRNHM13.8,NETWORK NODE,99.57,84.16
8.16.2022,20,4479,LD.ASHBRNHM13.8,NETWORK NODE,97.93,83.67
8.16.2022,21,4479,LD.ASHBRNHM13.8,NETWORK NODE,92.27,85.81
8.16.2022,22,4479,LD.ASHBRNHM13.8,NETWORK NODE,72.47,84.52
8.16.2022,23,4479,LD.ASHBRNHM13.8,NETWORK NODE,68.87,77.57
8.16.2022,24,4479,LD.ASHBRNHM13.8,NETWORK NODE,68.95,96.41
8.17.2022,1,4479,LD.ASHBRNHM13.8,NETWORK NODE,74.4,93.65
8.17.2022,2,4479,LD.ASHBRNHM13.8,NETWORK NODE,69.17,80.03
8.17.2022,3,4479,LD.ASHBRNHM13.8,NETWORK NODE,66.65,73.42
8.17.2022,4,4479,LD.ASHBRNHM13.8,NETWORK NODE,63.15,67.93
8.17.2022,5,4479,LD.ASHBRNHM13.8,NETWORK NODE,64.03,69.67
8.17.2022,6,4479,LD.ASHBRNHM13.8,NETWORK NODE,68,70.27
8.17.2022,7,4479,LD.ASHBRNHM13.8,NETWORK NODE,74.71,63.63
8.17.2022,8,4479,LD.ASHBRNHM13.8,NETWORK NODE,81.44,72.25
8.17.2022,9,4479,LD.ASHBRNHM13.8,NETWORK NODE,79.11,84.13
8.17.2022,10,4479,LD.ASHBRNHM13.8,NETWORK NODE,83.43,87.58
8.17.2022,11,4479,LD.ASHBRNHM13.8,NETWORK NODE,82.3,91.47
8.17.2022,12,4479,LD.ASHBRNHM13.8,NETWORK NODE,71.97,92.85
8.17.2022,13,4479,LD.ASHBRNHM13.8,NETWORK NODE,73.63,88.27
8.17.2022,14,4479,LD.ASHBRNHM13.8,NETWORK NODE,72.6,97.41
8.17.2022,15,4479,LD.ASHBRNHM13.8,NETWORK NODE,71.06,100.64
8.17.2022,16,4479,LD.ASHBRNHM13.8,NETWORK NODE,68.48,82.7
8.17.2022,17,4479,LD.ASHBRNHM13.8,NETWORK NODE,72.2,81.26
8.17.2022,18,4479,LD.ASHBRNHM13.8,NETWORK NODE,83,79.94
8.17.2022,19,4479,LD.ASHBRNHM13.8,NETWORK NODE,78.91,80.87
8.17.2022,20,4479,LD.ASHBRNHM13.8,NETWORK NODE,87.02,99.35
8.17.2022,21,4479,LD.ASHBRNHM13.8,NETWORK NODE,87.41,97.04
8.17.2022,22,4479,LD.ASHBRNHM13.8,NETWORK NODE,72.39,76.8
8.17.2022,23,4479,LD.ASHBRNHM13.8,NETWORK NODE,74.6,98.07
8.17.2022,24,4479,LD.ASHBRNHM13.8,NETWORK NODE,72.41,105.5
8.18.2022,1,4479,LD.ASHBRNHM13.8,NETWORK NODE,76.27,91.45
8.18.2022,2,4479,LD.ASHBRNHM13.8,NETWORK NODE,70.13,87.99
8.18.2022,3,4479,LD.ASHBRNHM13.8,NETWORK NODE,68.31,71.51
8.18.2022,4,4479,LD.ASHBRNHM13.8,NETWORK NODE,65.45,71.54
8.18.2022,5,4479,LD.ASHBRNHM13.8,NETWORK NODE,65.04,70.72
8.18.2022,6,4479,LD.ASHBRNHM13.8,NETWORK NODE,70.34,71.53
8.18.2022,7,4479,LD.ASHBRNHM13.8,NETWORK NODE,74.17,69.3
8.18.2022,8,4479,LD.ASHBRNHM13.8,NETWORK NODE,74.04,71.67
8.18.2022,9,4479,LD.ASHBRNHM13.8,NETWORK NODE,83.28,70.77
8.18.2022,10,4479,LD.ASHBRNHM13.8,NETWORK NODE,74.99,70.22
8.18.2022,11,4479,LD.ASHBRNHM13.8,NETWORK NODE,77.74,71.31
8.18.2022,12,4479,LD.ASHBRNHM13.8,NETWORK NODE,78.25,78.6
8.18.2022,13,4479,LD.ASHBRNHM13.8,NETWORK NODE,76.53,101.87
8.18.2022,14,4479,LD.ASHBRNHM13.8,NETWORK NODE,74.17,88.31
8.18.2022,15,4479,LD.ASHBRNHM13.8,NETWORK NODE,76.93,101.59
8.18.2022,16,4479,LD.ASHBRNHM13.8,NETWORK NODE,79.5,89.34
8.18.2022,17,4479,LD.ASHBRNHM13.8,NETWORK NODE,83.41,99.67
8.18.2022,18,4479,LD.ASHBRNHM13.8,NETWORK NODE,97.05,106.48
8.18.2022,19,4479,LD.ASHBRNHM13.8,NETWORK NODE,99.43,84.22
8.18.2022,20,4479,LD.ASHBRNHM13.8,NETWORK NODE,102.66,75.69
8.18.2022,21,4479,LD.ASHBRNHM13.8,NETWORK NODE,93.31,91.4
8.18.2022,22,4479,LD.ASHBRNHM13.8,NETWORK NODE,78.27,84.34
8.18.2022,23,4479,LD.ASHBRNHM13.8,NETWORK NODE,85.11,68.21
8.18.2022,24,4479,LD.ASHBRNHM13.8,NETWORK NODE,75.7,65.82
8.19.2022,1,4479,LD.ASHBRNHM13.8,NETWORK NODE,79.93,63.73
8.19.2022,2,4479,LD.ASHBRNHM13.8,NETWORK NODE,79.92,71.46
8.19.2022,3,4479,LD.ASHBRNHM13.8,NETWORK NODE,66.71,65.96
8.19.2022,4,4479,LD.ASHBRNHM13.8,NETWORK NODE,66.32,64.34
8.19.2022,5,4479,LD.ASHBRNHM13.8,NETWORK NODE,66.33,64.47
8.19.2022,6,4479,LD.ASHBRNHM13.8,NETWORK NODE,69.47,66.94
8.19.2022,7,4479,LD.ASHBRNHM13.8,NETWORK NODE,72.48,62.4
8.19.2022,8,4479,LD.ASHBRNHM13.8,NETWORK NODE,79.58,66.37
8.19.2022,9,4479,LD.ASHBRNHM13.8,NETWORK NODE,77.22,68.47
8.19.2022,10,4479,LD.ASHBRNHM13.8,NETWORK NODE,77.37,64.29
8.19.2022,11,4479,LD.ASHBRNHM13.8,NETWORK NODE,77.73,65.46
8.19.2022,12,4479,LD.ASHBRNHM13.8,NETWORK NODE,80.73,64.29
8.19.2022,13,4479,LD.ASHBRNHM13.8,NETWORK NODE,81.74,66.39
8.19.2022,14,4479,LD.ASHBRNHM13.8,NETWORK NODE,105.12,68.43
8.19.2022,15,4479,LD.ASHBRNHM13.8,NETWORK NODE,98.19,70.46
8.19.2022,16,4479,LD.ASHBRNHM13.8,NETWORK NODE,100.12,73.63
8.19.2022,17,4479,LD.ASHBRNHM13.8,NETWORK NODE,118.63,95.65
8.19.2022,18,4479,LD.ASHBRNHM13.8,NETWORK NODE,148.95,150.88
8.19.2022,19,4479,LD.ASHBRNHM13.8,NETWORK NODE,140.4,156
8.19.2022,20,4479,LD.ASHBRNHM13.8,NETWORK NODE,121.22,93.81
8.19.2022,21,4479,LD.ASHBRNHM13.8,NETWORK NODE,95.87,86.4
8.19.2022,22,4479,LD.ASHBRNHM13.8,NETWORK NODE,95.33,81.74
8.19.2022,23,4479,LD.ASHBRNHM13.8,NETWORK NODE,85.69,70.26
8.19.2022,24,4479,LD.ASHBRNHM13.8,NETWORK NODE,81.8,66.91
8.20.2022,1,4479,LD.ASHBRNHM13.8,NETWORK NODE,73.29,66.26
8.20.2022,2,4479,LD.ASHBRNHM13.8,NETWORK NODE,68.51,65.99
8.20.2022,3,4479,LD.ASHBRNHM13.8,NETWORK NODE,65.71,65.47
8.20.2022,4,4479,LD.ASHBRNHM13.8,NETWORK NODE,65.65,64.95
8.20.2022,5,4479,LD.ASHBRNHM13.8,NETWORK NODE,65.18,62.8
8.20.2022,6,4479,LD.ASHBRNHM13.8,NETWORK NODE,65.48,63.38
8.20.2022,7,4479,LD.ASHBRNHM13.8,NETWORK NODE,65.65,62.71
8.20.2022,8,4479,LD.ASHBRNHM13.8,NETWORK NODE,73.36,61.53
8.20.2022,9,4479,LD.ASHBRNHM13.8,NETWORK NODE,75.74,62.08
8.20.2022,10,4479,LD.ASHBRNHM13.8,NETWORK NODE,83.84,59.85
8.20.2022,11,4479,LD.ASHBRNHM13.8,NETWORK NODE,85.91,59.44
8.20.2022,12,4479,LD.ASHBRNHM13.8,NETWORK NODE,91.04,62.15
8.20.2022,13,4479,LD.ASHBRNHM13.8,NETWORK NODE,97.34,66.83
8.20.2022,14,4479,LD.ASHBRNHM13.8,NETWORK NODE,98.2,77.81
8.20.2022,15,4479,LD.ASHBRNHM13.8,NETWORK NODE,105.76,78.15
8.20.2022,16,4479,LD.ASHBRNHM13.8,NETWORK NODE,108.28,86.14
8.20.2022,17,4479,LD.ASHBRNHM13.8,NETWORK NODE,119.78,86.28
8.20.2022,18,4479,LD.ASHBRNHM13.8,NETWORK NODE,136.13,114.52
8.20.2022,19,4479,LD.ASHBRNHM13.8,NETWORK NODE,136.2,109.23
8.20.2022,20,4479,LD.ASHBRNHM13.8,NETWORK NODE,118.92,107.87
8.20.2022,21,4479,LD.ASHBRNHM13.8,NETWORK NODE,102.56,98.76
8.20.2022,22,4479,LD.ASHBRNHM13.8,NETWORK NODE,96.41,90.7
8.20.2022,23,4479,LD.ASHBRNHM13.8,NETWORK NODE,90.98,82.84
8.20.2022,24,4479,LD.ASHBRNHM13.8,NETWORK NODE,75.61,75.41
8.21.2022,1,4479,LD.ASHBRNHM13.8,NETWORK NODE,84.86,69.06
8.21.2022,2,4479,LD.ASHBRNHM13.8,NETWORK NODE,72.23,79.05
8.21.2022,3,4479,LD.ASHBRNHM13.8,NETWORK NODE,72.43,81.72
8.21.2022,4,4479,LD.ASHBRNHM13.8,NETWORK NODE,68.43,77.29
8.21.2022,5,4479,LD.ASHBRNHM13.8,NETWORK NODE,69.34,94.23
8.21.2022,6,4479,LD.ASHBRNHM13.8,NETWORK NODE,68.79,95.31
8.21.2022,7,4479,LD.ASHBRNHM13.8,NETWORK NODE,67.96,112.42
8.21.2022,8,4479,LD.ASHBRNHM13.8,NETWORK NODE,67.89,98.35
8.21.2022,9,4479,LD.ASHBRNHM13.8,NETWORK NODE,68.38,82.62
8.21.2022,10,4479,LD.ASHBRNHM13.8,NETWORK NODE,71.69,76.4
8.21.2022,11,4479,LD.ASHBRNHM13.8,NETWORK NODE,77.79,66.8
8.21.2022,12,4479,LD.ASHBRNHM13.8,NETWORK NODE,84.96,67.23
8.21.2022,13,4479,LD.ASHBRNHM13.8,NETWORK NODE,86.81,70.59
8.21.2022,14,4479,LD.ASHBRNHM13.8,NETWORK NODE,87.22,71.74
8.21.2022,15,4479,LD.ASHBRNHM13.8,NETWORK NODE,88.08,79.9
8.21.2022,16,4479,LD.ASHBRNHM13.8,NETWORK NODE,93.4,85.25
8.21.2022,17,4479,LD.ASHBRNHM13.8,NETWORK NODE,103.44,75.39
8.21.2022,18,4479,LD.ASHBRNHM13.8,NETWORK NODE,111.13,82.32
8.21.2022,19,4479,LD.ASHBRNHM13.8,NETWORK NODE,105.17,93.81
8.21.2022,20,4479,LD.ASHBRNHM13.8,NETWORK NODE,90.99,86.41
8.21.2022,21,4479,LD.ASHBRNHM13.8,NETWORK NODE,96.73,84.33
8.21.2022,22,4479,LD.ASHBRNHM13.8,NETWORK NODE,78.53,74.23
8.21.2022,23,4479,LD.ASHBRNHM13.8,NETWORK NODE,76.71,75.13
8.21.2022,24,4479,LD.ASHBRNHM13.8,NETWORK NODE,72.61,78.45
8.22.2022,1,4479,LD.ASHBRNHM13.8,NETWORK NODE,80.14,72.37
8.22.2022,2,4479,LD.ASHBRNHM13.8,NETWORK NODE,76.03,70.77
8.22.2022,3,4479,LD.ASHBRNHM13.8,NETWORK NODE,75.78,73.44
8.22.2022,4,4479,LD.ASHBRNHM13.8,NETWORK NODE,69.16,69.97
8.22.2022,5,4479,LD.ASHBRNHM13.8,NETWORK NODE,66.56,69.24
8.22.2022,6,4479,LD.ASHBRNHM13.8,NETWORK NODE,72.08,81.11
8.22.2022,7,4479,LD.ASHBRNHM13.8,NETWORK NODE,84.95,105.27
8.22.2022,8,4479,LD.ASHBRNHM13.8,NETWORK NODE,91.03,109.58
8.22.2022,9,4479,LD.ASHBRNHM13.8,NETWORK NODE,84.88,110.72
8.22.2022,10,4479,LD.ASHBRNHM13.8,NETWORK NODE,102.53,107.9
8.22.2022,11,4479,LD.ASHBRNHM13.8,NETWORK NODE,97.49,115.36
8.22.2022,12,4479,LD.ASHBRNHM13.8,NETWORK NODE,91.19,118.76
8.22.2022,13,4479,LD.ASHBRNHM13.8,NETWORK NODE,92.32,121.1
8.22.2022,14,4479,LD.ASHBRNHM13.8,NETWORK NODE,97.03,98.56
8.22.2022,15,4479,LD.ASHBRNHM13.8,NETWORK NODE,93.33,119.79
8.22.2022,16,4479,LD.ASHBRNHM13.8,NETWORK NODE,85.67,74.69
8.22.2022,17,4479,LD.ASHBRNHM13.8,NETWORK NODE,83.53,73.76
8.22.2022,18,4479,LD.ASHBRNHM13.8,NETWORK NODE,85.24,87.11
8.22.2022,19,4479,LD.ASHBRNHM13.8,NETWORK NODE,82.43,84.76
8.22.2022,20,4479,LD.ASHBRNHM13.8,NETWORK NODE,90.85,78.87
8.22.2022,21,4479,LD.ASHBRNHM13.8,NETWORK NODE,88.19,92.19
8.22.2022,22,4479,LD.ASHBRNHM13.8,NETWORK NODE,80.75,79.31
8.22.2022,23,4479,LD.ASHBRNHM13.8,NETWORK NODE,72.69,84.39
8.22.2022,24,4479,LD.ASHBRNHM13.8,NETWORK NODE,76.02,98.86
8.23.2022,1,4479,LD.ASHBRNHM13.8,NETWORK NODE,81.94,85.27
8.23.2022,2,4479,LD.ASHBRNHM13.8,NETWORK NODE,74.48,84.29
8.23.2022,3,4479,LD.ASHBRNHM13.8,NETWORK NODE,74.41,83.57
8.23.2022,4,4479,LD.ASHBRNHM13.8,NETWORK NODE,72.69,76.89
8.23.2022,5,4479,LD.ASHBRNHM13.8,NETWORK NODE,75.01,82.42
8.23.2022,6,4479,LD.ASHBRNHM13.8,NETWORK NODE,89.2,114.13
8.23.2022,7,4479,LD.ASHBRNHM13.8,NETWORK NODE,100.26,83.08
8.23.2022,8,4479,LD.ASHBRNHM13.8,NETWORK NODE,107.01,86.21
8.23.2022,9,4479,LD.ASHBRNHM13.8,NETWORK NODE,102.68,93.14
8.23.2022,10,4479,LD.ASHBRNHM13.8,NETWORK NODE,102.05,114.44
8.23.2022,11,4479,LD.ASHBRNHM13.8,NETWORK NODE,101.65,118.48
8.23.2022,12,4479,LD.ASHBRNHM13.8,NETWORK NODE,111.4,92.61
8.23.2022,13,4479,LD.ASHBRNHM13.8,NETWORK NODE,93.7,80.47
8.23.2022,14,4479,LD.ASHBRNHM13.8,NETWORK NODE,105.97,94.89
8.23.2022,15,4479,LD.ASHBRNHM13.8,NETWORK NODE,105.49,95.2
8.23.2022,16,4479,LD.ASHBRNHM13.8,NETWORK NODE,101.42,94.31
8.23.2022,17,4479,LD.ASHBRNHM13.8,NETWORK NODE,112.63,84.32
8.23.2022,18,4479,LD.ASHBRNHM13.8,NETWORK NODE,123.61,75.8
8.23.2022,19,4479,LD.ASHBRNHM13.8,NETWORK NODE,122.33,78.51
8.23.2022,20,4479,LD.ASHBRNHM13.8,NETWORK NODE,121.88,78.54
8.23.2022,21,4479,LD.ASHBRNHM13.8,NETWORK NODE,104.86,82
8.23.2022,22,4479,LD.ASHBRNHM13.8,NETWORK NODE,101.56,77.99
8.23.2022,23,4479,LD.ASHBRNHM13.8,NETWORK NODE,93.65,87.28
8.23.2022,24,4479,LD.ASHBRNHM13.8,NETWORK NODE,87.9,77.83
8.24.2022,1,4479,LD.ASHBRNHM13.8,NETWORK NODE,83.46,73.16
8.24.2022,2,4479,LD.ASHBRNHM13.8,NETWORK NODE,77.35,75.57
8.24.2022,3,4479,LD.ASHBRNHM13.8,NETWORK NODE,76.66,68.85
8.24.2022,4,4479,LD.ASHBRNHM13.8,NETWORK NODE,72.4,66.54
8.24.2022,5,4479,LD.ASHBRNHM13.8,NETWORK NODE,72.42,66.66
8.24.2022,6,4479,LD.ASHBRNHM13.8,NETWORK NODE,79.4,67.47
8.24.2022,7,4479,LD.ASHBRNHM13.8,NETWORK NODE,77.94,74.03
8.24.2022,8,4479,LD.ASHBRNHM13.8,NETWORK NODE,93.38,75.67
8.24.2022,9,4479,LD.ASHBRNHM13.8,NETWORK NODE,91.42,72.2
8.24.2022,10,4479,LD.ASHBRNHM13.8,NETWORK NODE,89.03,70.97
8.24.2022,11,4479,LD.ASHBRNHM13.8,NETWORK NODE,97.62,74.74
8.24.2022,12,4479,LD.ASHBRNHM13.8,NETWORK NODE,104.29,78.79
8.24.2022,13,4479,LD.ASHBRNHM13.8,NETWORK NODE,107.23,78.81
8.24.2022,14,4479,LD.ASHBRNHM13.8,NETWORK NODE,112.61,77.81
8.24.2022,15,4479,LD.ASHBRNHM13.8,NETWORK NODE,121.28,79.95
8.24.2022,16,4479,LD.ASHBRNHM13.8,NETWORK NODE,143.29,87.88
8.24.2022,17,4479,LD.ASHBRNHM13.8,NETWORK NODE,165.26,104.12
8.24.2022,18,4479,LD.ASHBRNHM13.8,NETWORK NODE,172.81,128.23
8.24.2022,19,4479,LD.ASHBRNHM13.8,NETWORK NODE,154.88,184.3
8.24.2022,20,4479,LD.ASHBRNHM13.8,NETWORK NODE,145.35,103.51
8.24.2022,21,4479,LD.ASHBRNHM13.8,NETWORK NODE,132.61,98.21
8.24.2022,22,4479,LD.ASHBRNHM13.8,NETWORK NODE,105.36,97.16
8.24.2022,23,4479,LD.ASHBRNHM13.8,NETWORK NODE,98.62,88.28
8.24.2022,24,4479,LD.ASHBRNHM13.8,NETWORK NODE,98.44,75.06
8.25.2022,1,4479,LD.ASHBRNHM13.8,NETWORK NODE,81.04,78.5
8.25.2022,2,4479,LD.ASHBRNHM13.8,NETWORK NODE,74.7,102.12
8.25.2022,3,4479,LD.ASHBRNHM13.8,NETWORK NODE,71.52,78.6
8.25.2022,4,4479,LD.ASHBRNHM13.8,NETWORK NODE,70.64,71.51
8.25.2022,5,4479,LD.ASHBRNHM13.8,NETWORK NODE,70.47,69.74
8.25.2022,6,4479,LD.ASHBRNHM13.8,NETWORK NODE,77.11,78.15
8.25.2022,7,4479,LD.ASHBRNHM13.8,NETWORK NODE,79.09,76.71
8.25.2022,8,4479,LD.ASHBRNHM13.8,NETWORK NODE,82.78,77.13
8.25.2022,9,4479,LD.ASHBRNHM13.8,NETWORK NODE,85.46,76.44
8.25.2022,10,4479,LD.ASHBRNHM13.8,NETWORK NODE,78.13,84.62
8.25.2022,11,4479,LD.ASHBRNHM13.8,NETWORK NODE,83.79,73.5
8.25.2022,12,4479,LD.ASHBRNHM13.8,NETWORK NODE,87.85,80.01
8.25.2022,13,4479,LD.ASHBRNHM13.8,NETWORK NODE,94.24,83.61
8.25.2022,14,4479,LD.ASHBRNHM13.8,NETWORK NODE,102.13,109.95
8.25.2022,15,4479,LD.ASHBRNHM13.8,NETWORK NODE,107.86,119.48
8.25.2022,16,4479,LD.ASHBRNHM13.8,NETWORK NODE,123.48,126.05
8.25.2022,17,4479,LD.ASHBRNHM13.8,NETWORK NODE,136.21,140.17
8.25.2022,18,4479,LD.ASHBRNHM13.8,NETWORK NODE,159.33,157.75
8.25.2022,19,4479,LD.ASHBRNHM13.8,NETWORK NODE,143.35,155.28
8.25.2022,20,4479,LD.ASHBRNHM13.8,NETWORK NODE,133.42,120.78
8.25.2022,21,4479,LD.ASHBRNHM13.8,NETWORK NODE,119.41,114.95
8.25.2022,22,4479,LD.ASHBRNHM13.8,NETWORK NODE,101.88,100.89
8.25.2022,23,4479,LD.ASHBRNHM13.8,NETWORK NODE,96.65,87.32
8.25.2022,24,4479,LD.ASHBRNHM13.8,NETWORK NODE,87.91,80.69
8.26.2022,1,4479,LD.ASHBRNHM13.8,NETWORK NODE,89.97,89.61
8.26.2022,2,4479,LD.ASHBRNHM13.8,NETWORK NODE,89.32,82.49
8.26.2022,3,4479,LD.ASHBRNHM13.8,NETWORK NODE,74.81,74.16
8.26.2022,4,4479,LD.ASHBRNHM13.8,NETWORK NODE,76.54,74.81
8.26.2022,5,4479,LD.ASHBRNHM13.8,NETWORK NODE,76.52,78.29
8.26.2022,6,4479,LD.ASHBRNHM13.8,NETWORK NODE,77.18,79.04
8.26.2022,7,4479,LD.ASHBRNHM13.8,NETWORK NODE,85.38,81.86
8.26.2022,8,4479,LD.ASHBRNHM13.8,NETWORK NODE,93.16,74.23
8.26.2022,9,4479,LD.ASHBRNHM13.8,NETWORK NODE,93.16,73.15
8.26.2022,10,4479,LD.ASHBRNHM13.8,NETWORK NODE,95.7,82.85
8.26.2022,11,4479,LD.ASHBRNHM13.8,NETWORK NODE,96.83,82.52
8.26.2022,12,4479,LD.ASHBRNHM13.8,NETWORK NODE,99.09,79.67
8.26.2022,13,4479,LD.ASHBRNHM13.8,NETWORK NODE,105.22,104.74
8.26.2022,14,4479,LD.ASHBRNHM13.8,NETWORK NODE,114.99,141.43
8.26.2022,15,4479,LD.ASHBRNHM13.8,NETWORK NODE,117.37,153.8
8.26.2022,16,4479,LD.ASHBRNHM13.8,NETWORK NODE,124.4,180.21
8.26.2022,17,4479,LD.ASHBRNHM13.8,NETWORK NODE,125.12,107.7
8.26.2022,18,4479,LD.ASHBRNHM13.8,NETWORK NODE,124.13,93.33
8.26.2022,19,4479,LD.ASHBRNHM13.8,NETWORK NODE,115.04,96.76
8.26.2022,20,4479,LD.ASHBRNHM13.8,NETWORK NODE,109.82,109.11
8.26.2022,21,4479,LD.ASHBRNHM13.8,NETWORK NODE,101.1,121.03
8.26.2022,22,4479,LD.ASHBRNHM13.8,NETWORK NODE,95.31,123.05
8.26.2022,23,4479,LD.ASHBRNHM13.8,NETWORK NODE,92.98,79.76
8.26.2022,24,4479,LD.ASHBRNHM13.8,NETWORK NODE,87.6,72.46
8.27.2022,1,4479,LD.ASHBRNHM13.8,NETWORK NODE,90.26,73.42
8.27.2022,2,4479,LD.ASHBRNHM13.8,NETWORK NODE,78.26,84.06
8.27.2022,3,4479,LD.ASHBRNHM13.8,NETWORK NODE,91.63,90.85
8.27.2022,4,4479,LD.ASHBRNHM13.8,NETWORK NODE,81.13,81.61
8.27.2022,5,4479,LD.ASHBRNHM13.8,NETWORK NODE,77.45,76.77
8.27.2022,6,4479,LD.ASHBRNHM13.8,NETWORK NODE,77.76,74.43
8.27.2022,7,4479,LD.ASHBRNHM13.8,NETWORK NODE,75.29,75.79
8.27.2022,8,4479,LD.ASHBRNHM13.8,NETWORK NODE,74.17,75.63
